  Start = Start of vowel nucleus
    End = End of vowel nucleus
Center1 = Steady-state time from judge 1
Center2 = Steady-state time from judge 2

File   Start    End   Center1  Center2
b12ei  114.0   471.0   144.0    160.0
b13ei   95.0   375.0   133.0    141.0
b14ei  145.0   405.0   168.0    176.0
b15ei  128.0   510.0   180.0    170.0
b16ei  156.0   502.0   239.0    247.0
b17ei   84.0   329.0   160.0    179.0
b18ei   86.0   351.0   140.0    144.0
b19ei   57.0   342.0    80.0     88.0
b21ei  139.0   604.0   293.0    308.0
b22ei  115.0   437.0   176.0    154.6
b23ei  108.0   444.0   157.0    152.6
b24ei   89.0   288.0   133.0    134.4
b25ei  112.0   406.0   236.0    153.6
b26ei  191.0   617.0   230.0    232.3
b27ei  156.0   449.0   276.0    304.0
b28ei  162.0   471.0   260.0    195.8
b29ei   86.0   375.0   104.0    112.0
g01ei  119.0   439.0   176.0    195.0
g02ei  117.0   403.0   184.0    192.0
g04ei  156.0   506.0   224.0    256.0
g05ei  164.0   485.0   192.0    208.0
g06ei  155.0   416.0   237.0    216.0
g07ei  143.0   564.0   299.0    252.0
g08ei  187.0   625.0   375.0    362.0
g09ei   59.0   423.0   183.0    152.0
g10ei   88.0   398.0   136.0    144.0
g11ei   90.0   405.0   133.0    135.0
g12ei  108.0   401.0   153.0    172.0
g13ei   89.0   434.0   168.0    176.0
g14ei  113.0   464.0   160.0    176.0
g15ei  151.0   537.0   216.0    240.0
g17ei   83.0   363.0   133.0    126.7
g18ei  128.0   453.0   168.0    168.9
g19ei  101.0   324.0   139.0    128.6
g20ei  110.0   404.0   140.2    169.9
g21ei  129.0   388.0   158.4    152.6
m01er  209.9   533.5   274.0    329.0
m02er  155.0   451.0   271.0    255.0
m03er  107.0   475.0   160.0    245.0
m04er  133.0   465.0   332.0    289.0
m06er   69.0   286.0   172.0    142.0
m07er  114.0   386.0   180.0    191.0
m08er   86.0   368.0   141.0    162.0
m09er  164.0   506.0   218.0    218.0
m10er   90.0   339.0   149.0    149.0
m11er   94.0   434.0   268.0    242.0
m13er   92.0   360.0   204.0    202.0
m14er   95.0   382.0   197.0    227.0
m16er  148.0   352.0   242.0    231.0
m17er  105.0   361.0   174.0    185.0
m18er   67.0   365.0   198.0    193.0
m19er   98.0   341.0   120.0    130.0
m20er   68.0   424.0   222.0    187.0
m21er   82.0   267.0   147.0    126.0
m22er  143.0   399.0   193.0    217.0
m23er   96.0   370.0   140.0    184.0
m24er  105.0   363.0   144.0    164.0
m25er   77.0   337.0   129.0    120.0
m26er   97.0   349.0   130.0    251.0
m27er   79.0   310.0   178.0    207.0
m28er   84.0   285.0   122.0    125.0
m29er   79.0   285.0   193.0    215.0
m30er  111.0   421.0   197.0    183.0
m31er   97.0   307.0   145.0    115.0
m32er  122.0   324.0   222.0    241.0
m33er   61.0   331.0   176.0    169.0
m34er  137.0   389.0   279.0    278.0
m35er   85.0   356.0   216.0    252.0
m36er   92.0   382.0   168.0    168.0
m37er   72.0   284.0   144.0    203.0
m38er   81.0   287.0   143.0    153.0
m39er   94.0   354.0   162.0    151.0
m40er   93.0   359.0   124.0    120.0
m41er   87.0   301.0   179.0    187.0
m42er  126.0   452.0   248.0    288.0
m44er   69.0   321.0   120.0    144.0
m45er   96.0   351.0   144.0    160.0
m47er  108.0   367.0   193.0    208.0
m48er   75.0   323.0   136.0    164.0
m49er   77.0   315.0   207.0    172.0
m50er  103.0   361.0   168.0    196.0
w01er   86.0   386.0   128.0    136.0
w02er  149.0   567.0   199.0    224.0
w03er  116.0   394.0   232.0    247.0
w04er  101.0   451.0   196.0    196.0
w05er  105.0   422.0   226.0    166.0
w06er   97.0   439.0   147.0    173.0
w07er  132.0   452.0   336.0    192.0
w08er   68.0   340.0   125.0    120.0
w09er   76.0   337.0   168.0    176.0
w10er   90.0   432.0   230.0    209.0
w11er   96.0   485.0   192.0    216.0
w12er  131.0   479.0   228.0    239.0
w13er  105.0   380.0   181.0    225.0
w14er  145.0   412.0   231.0    232.0
w15er  137.0   492.0   283.0    293.0
w16er  136.0   431.0   209.0    219.0
w17er  107.0   415.0   212.0    198.0
w19er  136.0   455.0   273.0    292.0
w20er  164.0   489.0   373.0    354.0
w21er  153.0   523.0   396.0    379.0
w22er  135.0   414.0   195.0    172.0
w23er   96.0   441.0   216.0    240.0
w24er  104.0   431.0   319.0    271.0
w25er  126.0   529.0   320.0    344.0
w26er  120.0   460.0   276.0    276.0
w27er   96.0   338.0   171.0    152.0
w28er   51.0   274.0   155.0    136.0
w29er  180.0   491.0   238.0    216.0
w30er   96.0   428.0   170.0    182.0
w31er  152.0   487.0   255.0    245.0
w32er   96.0   368.0   168.0    184.0
w33er  134.0   479.0   214.0    245.0
w34er  123.0   363.0   217.0    200.0
w35er  170.0   470.0   245.0    239.0
w36er  187.0   625.0   344.0    392.0
w37er  206.0   577.0   348.0    323.0
w38er   95.0   398.0   176.0    149.0
w39er  162.0   502.0   300.0    325.0
w40er  156.0   460.0   252.0    285.0
w41er  153.0   415.0   237.0    240.0
w42er   53.0   384.0   192.0    197.0
w44er  124.0   443.0   274.0    258.0
w45er   86.0   396.0   216.0    197.0
w46er  132.0   514.0   297.0    272.0
w47er  110.0   437.0   183.0    212.0
w48er  101.0   447.0   155.0    152.0
w49er  107.0   408.0   282.0    310.0
w50er   89.0   445.0   256.0    296.0
b01er   86.0   313.0   166.0    180.0
b02er  128.0   523.0   308.0    329.0
b03er   96.0   376.0   195.0    189.0
b04er  123.0   509.0   312.0    268.0
b05er   63.0   291.0   105.0     98.0
b07er  108.0   483.0   312.0    333.0
b08er  160.0   421.0   280.0    259.0
b09er  149.0   411.0   235.0    226.0
b10er  164.0   490.0   234.0    211.0
b11er  100.0   422.0   152.0    159.0
b12er  126.0   492.0   325.0    289.0
b13er  113.0   368.0   263.0    265.0
b14er  108.0   391.0   289.0    270.0
b15er  141.0   512.0   272.0    312.0
b16er  143.0   477.0   329.0    344.0
b17er  109.0   413.0   130.0    142.0
b18er   95.0   399.0   235.0    211.0
b19er   79.0   357.0   220.0    183.0
b21er  128.0   506.0   328.0    329.0
b22er  120.0   456.0   157.0    155.5
b23er  143.0   475.0   307.0    205.4
b24er  124.0   394.0   167.0    148.8
b25er  128.0   405.0   198.0    161.3
b26er  112.0   459.0   150.0    145.9
b27er   97.0   348.0   173.0    117.1
b28er  107.0   370.0   202.0    224.0
b29er  101.0   491.0   232.0    264.0
g01er  132.0   429.0   244.0    270.0
g02er  113.0   371.0   207.0    219.0
g04er  145.0   504.0   281.0    233.0
g05er  128.0   476.0   201.0    227.0
g06er  157.0   456.0   262.0    262.0
g07er   96.0   461.0   176.0    202.0
g08er  151.0   497.0   283.0    308.0
g09er   77.0   490.0   146.0    203.0
g10er  137.0   457.0   312.0    332.0
g11er  102.0   398.0   153.0    168.0
g12er  113.0   383.0   201.0    223.0
g13er  139.0   427.0   170.0    186.0
g14er  104.0   416.0   168.0    192.0
g15er  129.0   460.0   184.0    197.0
g17er   78.0   347.0   123.0    125.8
g18er  163.0   450.0   240.0    256.0
g19er  110.0   307.0   120.0    137.3
g20er   92.0   378.0   147.0    127.7
g21er  117.0   379.0   135.0    145.0
m01ih  177.9   445.7   216.0    232.0
m02ih  174.0   357.0   208.0    216.0
m03ih  110.0   372.0   200.0    148.0
m04ih   96.0   323.0   111.0    121.0
m06ih   68.0   227.0    92.0    106.0
m07ih   69.0   259.0    88.0    104.0
m08ih   96.0   331.0   155.0    130.0
m09ih  162.0   383.0   212.0    203.0
m10ih  111.0   297.0   139.0    152.0
m11ih  124.0   425.0   208.0    232.0
m13ih  111.0   275.0   120.0    128.0
m14ih   76.0   325.0    95.0    112.0
m16ih   59.0   193.0    94.0     87.0
m17ih   86.0   255.0   120.0    117.0
m18ih  110.0   289.0   162.0    193.0
m19ih  144.0   338.0   176.0    168.0
m20ih   86.0   307.0   112.0    129.0
m21ih   84.0   229.0    96.0    112.0
m22ih  135.0   355.0   160.0    167.0
m23ih   67.0   274.0   107.0    139.0
m24ih   98.0   300.0   144.0    144.0
m25ih   70.0   246.0    92.0     78.0
m26ih  119.0   316.0   167.0    142.0
m27ih  101.0   289.0   160.0    168.0
m28ih   96.0   256.0   112.0    129.0
m29ih  106.0   251.0   144.0    160.0
m30ih  108.0   286.0   140.0    145.0
m31ih  102.0   236.0   128.0    142.0
m32ih   86.0   240.0   109.0    112.0
m33ih   70.0   274.0    88.0    104.0
m34ih  103.0   275.0   121.0    138.0
m35ih   77.0   303.0   104.0    112.0
m36ih  120.0   294.0   137.0    146.0
m37ih   60.0   207.0    83.0     81.0
m38ih   79.0   221.0    94.0     94.0
m39ih   91.0   259.0   118.0    116.0
m40ih   98.0   292.0   144.0    168.0
m41ih   62.0   247.0    97.0     96.0
m42ih  143.0   334.0   191.0    217.0
m44ih   94.0   298.0   111.0    130.0
m45ih  108.0   332.0   160.0    184.0
m47ih   43.0   287.0    64.0     80.0
m48ih   51.0   233.0    92.0     67.0
m49ih   72.0   249.0   104.0    120.0
m50ih   63.0   261.0    74.0     95.0
w01ih   75.0   251.0   128.0    127.0
w02ih  110.0   466.0   174.0    195.0
w03ih   54.0   251.0    86.0     98.0
w04ih   91.0   447.0   180.0    200.0
w05ih  178.0   444.0   216.0    220.0
w06ih  123.0   389.0   235.0    202.0
w07ih  105.0   390.0   160.0    152.0
w08ih  179.0   359.0   212.0    212.0
w09ih   57.0   275.0   117.0    136.0
w10ih   62.0   311.0   126.0    142.0
w11ih   74.0   394.0    88.0    104.0
w12ih  118.0   364.0   160.0    168.0
w13ih   86.0   305.0   199.0    191.0
w14ih  112.0   321.0   193.0    185.0
w15ih  113.0   331.0   171.0    183.0
w16ih  143.0   433.0   200.0    208.0
w17ih  113.0   316.0   152.0    168.0
w19ih  127.0   383.0   168.0    176.0
w20ih  190.0   430.0   232.0    253.0
w21ih  147.0   492.0   256.0    288.0
w22ih   92.0   263.0   113.0    133.0
w23ih   88.0   315.0   216.0    148.0
w24ih  114.0   372.0   208.0    224.0
w25ih  158.0   460.0   208.0    232.0
w26ih  128.0   337.0   160.0    176.0
w27ih   80.0   277.0    96.0    104.0
w28ih   54.0   221.0    72.0     80.0
w29ih   83.0   302.0   120.0    128.0
w30ih  104.0   312.0   136.0    152.0
w31ih  218.0   479.0   247.0    272.0
w32ih   86.0   299.0   148.0    143.0
w33ih   76.0   303.0   154.0    193.0
w34ih  112.0   287.0   139.0    162.0
w35ih  142.0   318.0   160.0    168.0
w36ih  155.0   508.0   385.0    395.0
w37ih  145.0   508.0   184.0    200.0
w38ih   97.0   336.0   152.0    173.0
w39ih  140.0   387.0   160.0    168.0
w40ih  136.0   363.0   176.0    192.0
w41ih  109.0   309.0   160.0    168.0
w42ih   83.0   253.0   104.0    147.0
w44ih  118.0   384.0   155.0    178.0
w45ih  127.0   414.0   176.0    200.0
w46ih   76.0   328.0   126.0    146.0
w47ih   86.0   294.0   136.0    144.0
w48ih   78.0   287.0    96.0    110.0
w49ih   75.0   291.0   115.0    132.0
w50ih   96.0   341.0   128.0    136.0
b01ih   81.0   278.0   112.0    157.0
b02ih  181.0   420.0   232.0    248.0
b03ih  148.0   432.0   294.0    251.0
b04ih  124.0   392.0   169.0    207.0
b05ih   79.0   288.0   104.0    112.0
b07ih  105.0   373.0   311.0    285.0
b08ih  236.0   441.0   259.0    280.0
b09ih  158.0   390.0   279.0    256.0
b10ih  142.0   405.0   257.0    252.0
b11ih   93.0   320.0   200.0    231.0
b12ih  118.0   423.0   299.0    306.0
b13ih  117.0   370.0   128.0    152.0
b14ih   90.0   267.0   104.0    112.0
b15ih   94.0   349.0   152.0    126.0
b16ih  155.0   445.0   270.0    304.0
b17ih  122.0   398.0   180.0    158.0
b18ih   88.0   284.0   159.0    155.0
b19ih   57.0   320.0   104.0    120.0
b21ih  101.0   401.0   128.0    144.0
b22ih  107.0   294.0   129.0    135.4
b23ih  131.0   336.0   176.0    174.7
b24ih  104.0   241.0   118.0    124.8
b25ih  121.0   370.0   168.0    155.5
b26ih  142.0   458.0   160.0    168.0
b27ih   91.0   265.0   131.0    112.3
b28ih  151.0   345.0   184.0    169.9
b29ih  110.0   404.0   187.0    145.9
g01ih  114.0   347.0   170.0    180.0
g02ih  162.0   359.0   184.0    200.0
g04ih  218.0   531.0   387.0    364.0
g05ih  163.0   486.0   216.0    232.0
g06ih  152.0   302.0   160.0    176.0
g07ih  102.0   413.0   152.0    160.0
g08ih  174.0   552.0   249.0    247.0
g09ih   91.0   399.0   112.0    120.0
g10ih  168.0   409.0   210.0    217.0
g11ih   97.0   347.0   268.0    252.0
g12ih  127.0   367.0   178.0    197.0
g13ih   95.0   368.0   147.0    168.0
g14ih  164.0   475.0   195.0    198.0
g15ih  134.0   471.0   200.0    261.0
g17ih  165.0   377.0   218.0    211.2
g18ih  107.0   374.0   174.0    132.5
g19ih  108.0   276.0   140.0    149.8
g20ih  116.0   336.0   152.0    160.3
g21ih   94.0   264.0   120.0    128.0
m01iy  160.8   499.9   218.0    285.0
m02iy  187.0   423.0   240.0    258.0
m03iy  153.0   468.0   204.0    272.0
m04iy   73.0   313.0   192.0    189.0
m06iy   79.0   320.0   220.0    214.0
m07iy  100.0   359.0   156.0    173.0
m08iy   91.0   389.0   131.0    192.0
m09iy  141.0   482.0   229.0    262.0
m10iy  206.0   429.0   262.0    239.0
m11iy  235.0   558.0   372.0    414.0
m13iy  115.0   344.0   251.0    280.0
m14iy   90.0   346.0   137.0    157.0
m16iy   85.0   264.0   141.0    140.0
m17iy   79.0   340.0   179.0    188.0
m18iy   63.0   336.0   141.0    132.0
m19iy  128.0   360.0   220.0    194.0
m20iy   89.0   352.0   217.0    202.0
m21iy   88.0   241.0   142.0    140.0
m22iy  147.0   398.0   271.0    266.0
m23iy  162.0   427.0   193.0    202.0
m24iy  104.0   345.0   156.0    150.0
m25iy   91.0   359.0   177.0    167.0
m26iy   89.0   360.0   211.0    210.0
m27iy  118.0   336.0   277.0    278.0
m28iy  119.0   313.0   182.0    155.0
m29iy  192.0   353.0   266.0    243.0
m30iy  140.0   422.0   176.0    198.0
m31iy   89.0   291.0   168.0    174.0
m32iy  126.0   331.0   247.0    246.0
m33iy   80.0   334.0   146.0    176.0
m34iy  154.0   354.0   201.0    268.0
m35iy   66.0   334.0   135.0    182.0
m36iy  117.0   336.0   250.0    218.0
m37iy   81.0   276.0   152.0    152.0
m38iy   96.0   283.0   139.0    125.0
m39iy  190.0   425.0   255.0    256.0
m40iy  146.0   377.0   184.0    187.0
m41iy   82.0   303.0   187.0    189.0
m42iy  110.0   396.0   184.0    160.0
m44iy  123.0   414.0   154.0    176.0
m45iy   92.0   326.0   127.0    237.0
m47iy   87.0   315.0   180.0    174.0
m48iy   85.0   301.0   189.0    167.0
m49iy   96.0   342.0   255.0    262.0
m50iy  161.0   389.0   288.0    325.0
w01iy   69.0   301.0   208.0    210.0
w02iy  174.0   554.0   325.0    335.0
w03iy   94.0   383.0   238.0    256.0
w04iy  180.0   544.0   398.0    393.0
w05iy  141.0   446.0   249.0    277.0
w06iy   86.0   418.0   236.0    243.0
w07iy  148.0   429.0   248.0    264.0
w08iy  135.0   432.0   282.0    290.0
w09iy   90.0   336.0   194.0    208.0
w10iy  107.0   431.0   282.0    251.0
w11iy  102.0   535.0   365.0    342.0
w12iy  133.0   492.0   343.0    352.0
w13iy  168.0   504.0   322.0    308.0
w14iy   79.0   340.0   112.0    136.0
w15iy  206.0   527.0   410.0    360.0
w16iy  126.0   404.0   220.0    222.0
w17iy  134.0   374.0   216.0    231.0
w19iy   96.0   398.0   291.0    259.0
w20iy  176.0   463.0   337.0    336.0
w21iy  155.0   508.0   319.0    350.0
w22iy  116.0   420.0   218.0    190.0
w23iy  120.0   427.0   216.0    232.0
w24iy  126.0   460.0   318.0    324.0
w25iy  137.0   483.0   325.0    325.0
w26iy  112.0   448.0   293.0    237.0
w27iy  124.0   374.0   227.0    206.0
w28iy  108.0   330.0   219.0    229.0
w29iy  112.0   396.0   176.0    178.0
w30iy  117.0   423.0   277.0    276.0
w31iy  139.0   455.0   185.0    212.0
w32iy  119.0   380.0   192.0    224.0
w33iy  131.0   388.0   170.0    182.0
w34iy  141.0   377.0   227.0    256.0
w35iy  157.0   433.0   326.0    299.0
w36iy  153.0   477.0   312.0    377.0
w37iy  160.0   556.0   439.0    387.0
w38iy  149.0   425.0   363.0    380.0
w39iy  178.0   516.0   333.0    364.0
w40iy  160.0   431.0   254.0    268.0
w41iy  135.0   398.0   312.0    319.0
w42iy  156.0   532.0   316.0    335.0
w44iy  203.0   571.0   400.0    412.0
w45iy   97.0   423.0   160.0    186.0
w46iy  125.0   441.0   228.0    228.0
w47iy  144.0   480.0   336.0    312.0
w48iy  110.0   389.0   195.0    254.0
w49iy  145.0   435.0   176.0    200.0
w50iy   94.0   408.0   253.0    269.0
b01iy  120.0   357.0   188.0    184.0
b02iy   87.0   404.0   185.0    195.0
b03iy  110.0   387.0   137.0    144.0
b04iy  166.0   484.0   225.0    235.0
b05iy  154.0   396.0   210.0    216.0
b07iy  112.0   422.0   282.0    307.0
b08iy  223.0   464.0   324.0    324.0
b09iy   84.0   380.0   120.0    128.0
b10iy  160.0   426.0   320.0    254.0
b11iy  117.0   371.0   220.0    209.0
b12iy   99.0   448.0   291.0    270.0
b13iy   89.0   323.0   122.0    147.0
b14iy  148.0   475.0   320.0    257.0
b15iy  109.0   438.0   139.0    180.0
b16iy  139.0   463.0   345.0    336.0
b17iy   92.0   423.0   195.0    163.0
b18iy   96.0   365.0   285.0    220.0
b19iy   76.0   364.0   236.0    225.0
b21iy  108.0   506.0   327.0    322.0
b22iy  133.0   458.0   168.0    170.9
b23iy  139.0   416.0   204.0    264.0
b24iy  117.0   322.0   131.0    150.7
b25iy  197.0   506.0   230.0    240.0
b26iy  162.0   504.0   323.0    288.0
b27iy  114.0   355.0   171.0    136.3
b28iy  155.0   423.0   275.0    218.9
b29iy   97.0   366.0   200.0    168.0
g01iy  299.0   613.0   435.0    423.0
g02iy  114.0   362.0   164.0    225.0
g04iy  176.0   500.0   360.0    368.0
g05iy  166.0   471.0   224.0    240.0
g06iy  168.0   398.0   197.0    206.0
g07iy  110.0   496.0   239.0    220.0
g08iy  183.0   573.0   314.0    300.0
g09iy  130.0   529.0   238.0    223.0
g10iy  131.0   423.0   273.0    289.0
g11iy  166.0   448.0   260.0    364.0
g12iy   98.0   402.0   262.0    291.0
g13iy  112.0   508.0   358.0    368.0
g14iy   85.0   405.0   208.0    224.0
g15iy  147.0   504.0   274.0    256.0
g17iy   86.0   352.0   155.0    134.4
g18iy  224.0   567.0   296.0    263.0
g19iy  109.0   302.0   153.0    164.2
g20iy  126.0   369.0   265.9    232.3
g21iy  156.0   414.0   289.9    240.0
m01oa  179.3   547.9   283.0    325.0
m02oa  158.0   419.0   206.0    187.0
m03oa  122.0   539.0   272.0    206.0
m04oa  132.0   432.0   259.0    257.0
m06oa   61.0   324.0   152.0    179.0
m07oa   78.0   344.0   129.0    168.0
m08oa   79.0   364.0   172.0    178.0
m09oa  114.0   454.0   193.0    224.0
m10oa  117.0   386.0   195.0    157.0
m11oa  129.0   503.0   179.0    221.0
m13oa  136.0   404.0   174.0    216.0
m14oa  119.0   388.0   184.0    179.0
m16oa   68.0   282.0   163.0    162.0
m17oa  115.0   387.0   226.0    218.0
m18oa  140.0   477.0   323.0    327.0
m19oa  120.0   367.0   176.0    178.0
m20oa   94.0   413.0   136.0    113.0
m21oa  120.0   324.0   202.0    150.0
m22oa  112.0   399.0   200.0    174.0
m23oa  138.0   417.0   261.0    264.0
m24oa   78.0   311.0   116.0    152.0
m25oa   72.0   333.0   114.0    104.0
m26oa  104.0   379.0   245.0    253.0
m27oa   99.0   345.0   113.0    141.0
m28oa  101.0   314.0   125.0    141.0
m29oa   92.0   330.0   160.0    176.0
m30oa  158.0   459.0   355.0    341.0
m31oa   72.0   247.0    86.0     94.0
m32oa   66.0   264.0   172.0    161.0
m33oa  111.0   371.0   201.0    216.0
m34oa  193.0   436.0   229.0    246.0
m35oa   85.0   402.0   130.0    161.0
m36oa  104.0   334.0   220.0    215.0
m37oa   45.0   256.0   160.0    185.0
m38oa   81.0   290.0    98.0     98.0
m39oa   93.0   345.0   216.0    208.0
m40oa   98.0   354.0   152.0    168.0
m41oa   76.0   305.0   108.0    129.0
m42oa  107.0   396.0   191.0    127.0
m44oa  113.0   395.0   136.0    144.0
m45oa  101.0   348.0   136.0    142.0
m47oa  114.0   407.0   261.0    277.0
m48oa   82.0   314.0   217.0    216.0
m49oa   76.0   264.0   143.0    128.0
m50oa   92.0   343.0   104.0    123.0
w01oa   82.0   384.0   152.0    184.0
w02oa  103.0   525.0   368.0    341.0
w03oa   98.0   372.0   144.0    152.0
w04oa  106.0   516.0   179.0    194.0
w05oa  145.0   521.0   325.0    348.0
w06oa  128.0   481.0   214.0    247.0
w07oa   96.0   358.0   145.0    141.0
w08oa  105.0   409.0   288.0    266.0
w09oa  100.0   357.0   192.0    213.0
w10oa   85.0   448.0   306.0    260.0
w11oa  104.0   476.0   240.0    271.0
w12oa  136.0   455.0   192.0    240.0
w13oa   93.0   408.0   136.0    152.0
w14oa  138.0   402.0   209.0    201.0
w15oa  183.0   540.0   418.0    402.0
w16oa  135.0   481.0   243.0    235.0
w17oa  138.0   436.0   199.0    224.0
w19oa  149.0   489.0   272.0    181.0
w20oa  191.0   508.0   420.0    343.0
w21oa  168.0   542.0   414.0    391.0
w22oa  158.0   492.0   206.0    204.0
w23oa   89.0   434.0   285.0    240.0
w24oa  136.0   498.0   362.0    343.0
w25oa  130.0   573.0   240.0    256.0
w26oa  147.0   525.0   356.0    360.0
w27oa   97.0   362.0   153.0    216.0
w28oa  103.0   328.0   129.0    144.0
w29oa  169.0   454.0   224.0    220.0
w30oa  117.0   430.0   133.0    169.0
w31oa  104.0   467.0   212.0    241.0
w32oa   92.0   331.0   241.0    232.0
w33oa  120.0   397.0   261.0    259.0
w34oa  172.0   426.0   315.0    284.0
w35oa  128.0   437.0   209.0    199.0
w36oa  143.0   483.0   277.0    295.0
w37oa  130.0   536.0   272.0    296.0
w38oa   89.0   385.0   173.0    145.0
w39oa  149.0   502.0   358.0    333.0
w40oa  155.0   460.0   335.0    322.0
w41oa  119.0   407.0   310.0    288.0
w42oa   72.0   390.0   262.0    266.0
w44oa  126.0   473.0   299.0    316.0
w45oa   90.0   413.0   192.0    189.0
w46oa  128.0   478.0   156.0    194.0
w47oa  124.0   504.0   200.0    174.0
w48oa   82.0   364.0   171.0    168.0
w49oa  114.0   429.0   174.0    184.0
w50oa   80.0   441.0   132.0    145.0
b01oa   72.0   339.0   101.0    128.0
b02oa  156.0   492.0   254.0    228.0
b03oa  115.0   425.0   248.0    216.0
b04oa  220.0   542.0   304.0    320.0
b05oa   65.0   312.0   121.0    132.0
b07oa   97.0   408.0   216.0    212.0
b08oa  203.0   544.0   336.0    376.0
b09oa  115.0   325.0   173.0    168.0
b10oa  109.0   425.0   176.0    170.0
b11oa   85.0   355.0   209.0    212.0
b12oa  126.0   529.0   267.0    260.0
b13oa   72.0   331.0   160.0    146.0
b14oa   71.0   334.0   128.0    101.0
b15oa   95.0   489.0   366.0    260.0
b16oa  143.0   458.0   341.0    335.0
b17oa   85.0   375.0   196.0    165.0
b18oa   94.0   354.0   235.0    179.0
b19oa   68.0   403.0   325.0    234.0
b21oa  118.0   515.0   214.0    218.0
b22oa  147.0   517.0   297.0    193.9
b23oa  137.0   451.0   294.0    312.0
b24oa  116.0   332.0   176.0    153.6
b25oa  111.0   403.0   154.0    132.5
b26oa  121.0   459.0   163.0    146.9
b27oa  118.0   382.0   138.0    154.6
b28oa  119.0   412.0   178.0    163.2
b29oa  151.0   418.0   300.0    264.0
g01oa  207.0   470.0   285.0    254.0
g02oa  101.0   396.0   160.0    168.0
g04oa  170.0   550.0   333.0    341.0
g05oa  117.0   497.0   167.0    182.0
g06oa  166.0   434.0   310.0    298.0
g07oa  114.0   556.0   375.0    393.0
g08oa  170.0   479.0   243.0    300.0
g09oa   73.0   496.0   194.0    242.0
g10oa  159.0   497.0   216.0    232.0
g11oa  126.0   489.0   281.0    256.0
g12oa  163.0   400.0   281.0    260.0
g13oa  118.0   469.0   269.0    229.0
g14oa  108.0   438.0   360.0    298.0
g15oa   88.0   470.0   293.0    256.0
g17oa   80.0   342.0    96.0    114.2
g18oa  187.0   487.0   286.0    234.2
g19oa  101.0   323.0   179.0    192.0
g20oa   93.0   410.0   250.6    226.6
g21oa   95.0   341.0   168.0    121.0
m01oo  179.7   434.6   258.0    266.0
m02oo  161.0   335.0   208.0    190.0
m03oo  120.0   395.0   172.0    187.0
m04oo   84.0   294.0   128.0    120.0
m06oo   51.0   198.0    86.0     93.0
m07oo  100.0   297.0   145.0    149.0
m08oo   93.0   334.0   151.0    163.0
m09oo  251.0   489.0   274.0    280.0
m10oo  148.0   344.0   193.0    196.0
m11oo   85.0   360.0   168.0    175.0
m13oo   83.0   291.0   155.0    131.0
m14oo   92.0   295.0   132.0    121.0
m16oo   63.0   213.0    88.0     92.0
m17oo  115.0   293.0   182.0    176.0
m18oo   68.0   234.0   112.0    122.0
m19oo  113.0   335.0   134.0    150.0
m20oo   96.0   333.0   128.0    134.0
m21oo   72.0   219.0    87.0     96.0
m22oo  142.0   315.0   192.0    199.0
m23oo  118.0   322.0   167.0    167.0
m24oo   93.0   303.0   124.0    140.0
m25oo   56.0   272.0    97.0     99.0
m26oo   83.0   291.0   119.0    104.0
m27oo  126.0   299.0   139.0    146.0
m28oo  125.0   271.0   144.0    144.0
m29oo  133.0   321.0   180.0    224.0
m30oo  140.0   331.0   168.0    169.0
m31oo  110.0   221.0   136.0    144.0
m32oo   64.0   198.0    94.0     86.0
m33oo   70.0   250.0   110.0    105.0
m34oo  143.0   303.0   163.0    169.0
m35oo   75.0   305.0   176.0    209.0
m36oo   81.0   266.0   123.0    112.0
m37oo   66.0   225.0    75.0     88.0
m38oo   74.0   227.0    90.0     98.0
m39oo   82.0   278.0   155.0    120.0
m40oo  112.0   280.0   127.0    147.0
m41oo   91.0   267.0   120.0    102.0
m42oo  104.0   331.0   155.0    152.0
m44oo   72.0   292.0    88.0     96.0
m45oo  115.0   301.0   176.0    189.0
m47oo   82.0   301.0   161.0    169.0
m48oo   88.0   255.0   149.0    156.0
m49oo   73.0   251.0   102.0    104.0
m50oo  141.0   346.0   188.0    196.0
w01oo  147.0   385.0   203.0    187.0
w02oo  204.0   594.0   324.0    327.0
w03oo   88.0   353.0   136.0    163.0
w04oo  188.0   467.0   216.0    248.0
w05oo  139.0   408.0   190.0    197.0
w06oo  142.0   425.0   187.0    192.0
w07oo  135.0   362.0   208.0    232.0
w08oo   97.0   307.0   143.0    142.0
w09oo   79.0   288.0   114.0    116.0
w10oo   80.0   333.0   117.0    111.0
w11oo   74.0   406.0   168.0    166.0
w12oo  128.0   417.0   183.0    160.0
w13oo   71.0   298.0    96.0    105.0
w14oo  116.0   343.0   149.0    141.0
w15oo  143.0   383.0   174.0    187.0
w16oo  143.0   416.0   199.0    168.0
w17oo  131.0   333.0   163.0    156.0
w19oo  117.0   449.0   185.0    200.0
w20oo  184.0   485.0   211.0    251.0
w21oo  170.0   540.0   233.0    226.0
w22oo   79.0   349.0    99.0    121.0
w23oo   77.0   285.0    91.0    110.0
w24oo  142.0   387.0   176.0    192.0
w25oo  125.0   456.0   160.0    184.0
w26oo  152.0   323.0   217.0    195.0
w27oo  112.0   279.0   128.0    144.0
w28oo   66.0   247.0   127.0    133.0
w29oo  103.0   308.0   155.0    147.0
w30oo   96.0   312.0   144.0    175.0
w31oo  131.0   376.0   160.0    176.0
w32oo  100.0   283.0   148.0    128.0
w33oo  128.0   315.0   142.0    168.0
